term,Coef.,Std.Err.,z,P>|z|,[0.025,0.975]
Intercept,-463.0733139322683,659.1577476321314,-0.7025227505794324,0.48235321880185156,-1754.998759421788,828.8521315572514
C(Group)[T.B],53.43382464693677,72.39619878508017,0.7380750031581592,0.4604688727687406,-88.46011758942278,195.3277668832963
AES_sum,-5.294541894826687,5.592908009514959,-0.9466527763051573,0.34381574142063,-16.25644016232161,5.667356372668235
Age,1.5639963703936148,5.150407224475121,0.30366460402614126,0.7613834271963285,-8.530616295292525,11.658609036079753
Gender_num,-16.68239170452753,88.43159923231616,-0.1886474048795803,0.8503691761030967,-190.0051412951471,156.64035788609203
Depression_num,7.11083746074717,149.37167787268405,0.04760499153533004,0.9620310538719835,-285.6522714800321,299.87394640152644
SportsActivity_num,-65.49888033106564,30.71532925218022,-2.1324492338436003,0.03296993364882209,-125.69981943862845,-5.297941223502818
fuglmayrshort_sum,35.46960038174199,18.297172542733236,1.9385290431569344,0.052558711009478,-0.392198820930318,71.3313995844143
EQ5D_health_status,0.7198792533722267,2.0450643166306004,0.3520081239099036,0.724832169924786,-3.2883731532917677,4.7281316600362215
GDS_sum,16.10849103561477,19.133276143705828,0.8419097134556276,0.3998384928453319,-21.392041112308064,53.6090231835376
MoCa_sum,-3.841824717148756,9.755771357769524,-0.3938002005437649,0.6937285563415672,-22.962785219784447,15.279135785486934
MORE_sum,0.29764641230265193,2.837488364657489,0.10489784416739999,0.9164568696370294,-5.263728588977482,5.859021413582786
TSS,-6.846954337927304,16.596493998762362,-0.4125542622699648,0.6799332172354353,-39.37548484513668,25.68157616928207
NIHSS,25.32181698042892,14.476346618827161,1.7491855954524274,0.08025894318300897,-3.0513010201905004,53.69493498104834
